tensor,latency
"[9.6689e-01,3.2836e-01,1.3715e-01,8.2766e-01,9.1916e-01,3.3262e-01,4.4804e-01,1.0763e-01,2.4503e-01,7.5379e-01,8.3230e-01,2.5460e-01,4.0782e-01,1.2164e-01,3.6018e-01,4.3665e-01,7.7256e-01,3.0294e-01,4.2393e-01,1.4874e-01,9.4794e-01,8.5203e-01,6.7374e-01,8.4285e-01,2.1921e-01,8.0385e-01,5.3354e-01,4.3086e-01,3.2532e-01,8.1845e-01,7.7819e-01,8.7129e-01]",39000.0
"[9.6689e-01,8.2772e-02,8.6309e-01,9.0631e-01,9.1916e-01,7.8801e-01,3.6439e-01,8.4791e-01,3.5086e-01,9.1187e-01,7.8518e-01,8.6425e-01,5.1981e-02,3.5039e-01,8.4417e-01,7.8452e-01,3.1018e-01,3.0294e-01,9.2213e-01,9.8690e-01,5.5608e-01,4.3330e-01,4.6258e-02,2.2138e-01,7.9615e-01,9.7674e-01,1.7016e-01,4.3086e-01,4.0512e-01,7.2601e-01,5.4784e-01,5.6191e-01]",39000.0
"[1.5271e-01,3.2836e-01,8.6309e-01,9.0631e-01,9.1916e-01,6.4689e-01,8.4547e-01,3.9889e-02,8.6885e-01,2.7082e-01,2.8304e-01,7.8881e-01,6.4260e-01,3.5039e-01,9.0543e-01,7.7798e-01,4.4212e-01,3.0294e-01,3.5654e-01,4.2966e-01,2.0999e-01,5.3326e-01,4.2832e-01,2.2138e-01,7.0349e-01,9.3601e-01,1.7016e-01,4.3086e-01,5.1466e-01,8.1845e-01,8.1728e-01,4.2371e-01]",39000.0
"[3.7947e-01,3.2836e-01,6.5017e-01,5.7013e-01,1.7940e-01,7.2639e-01,3.6439e-01,5.9563e-01,4.2679e-01,5.3384e-01,6.7527e-01,2.5460e-01,4.0782e-01,3.8197e-01,2.8491e-01,9.9846e-01,1.2089e-01,7.5950e-01,5.2126e-01,9.2584e-01,6.2363e-01,1.5549e-01,4.6258e-02,6.4059e-01,6.7871e-01,6.2849e-01,1.7016e-01,4.3086e-01,5.6556e-01,9.8505e-01,8.9019e-01,4.4588e-01]",39000.0
"[5.3953e-01,3.2836e-01,6.5742e-01,9.0631e-01,9.1916e-01,6.0486e-01,2.6965e-01,1.8671e-01,4.2679e-01,2.1242e-01,5.9990e-01,2.5460e-01,4.0782e-01,8.7329e-01,8.4417e-01,7.8452e-01,4.4212e-01,3.9981e-01,3.1596e-01,2.2400e-01,5.5608e-01,4.3330e-01,4.6258e-02,3.1474e-02,6.0240e-02,4.6106e-01,3.4851e-01,5.3842e-01,9.8159e-01,8.0417e-01,8.9019e-01,4.7850e-01]",39000.0
"[9.6689e-01,9.0564e-01,3.7520e-01,9.0631e-01,5.0903e-02,8.3735e-01,6.6502e-01,3.9889e-02,8.8288e-01,3.7781e-01,2.7874e-01,2.5460e-01,4.0782e-01,4.1715e-01,8.4417e-01,2.9428e-01,8.8031e-01,5.7673e-01,6.3277e-01,7.5508e-01,2.8448e-01,6.7891e-01,3.8168e-01,9.8415e-01,6.7871e-01,2.9130e-02,1.8392e-01,4.3086e-01,8.9222e-01,6.2170e-01,8.9019e-01,7.7532e-02]",39000.0
"[8.9045e-01,3.2594e-01,8.6309e-01,9.0631e-01,8.5879e-01,8.3735e-01,3.1863e-01,3.9889e-02,3.9894e-01,2.1666e-01,7.9586e-01,4.4995e-01,4.0782e-01,4.2732e-01,8.4417e-01,7.8452e-01,3.9442e-01,6.0073e-01,8.8254e-01,9.8690e-01,2.3320e-01,1.4975e-01,7.1288e-01,2.6011e-01,2.1659e-01,8.4836e-01,7.0845e-02,5.8895e-01,5.6556e-01,8.1845e-01,2.5159e-01,2.3039e-01]",39000.0
"[2.3296e-01,3.2836e-01,8.6309e-01,3.0494e-01,7.3796e-01,6.7035e-01,3.6439e-01,2.6985e-01,8.4797e-01,3.3178e-01,2.4497e-01,7.4559e-01,2.2936e-01,8.4711e-01,6.3726e-01,7.8452e-01,3.0381e-01,4.1131e-01,5.4803e-01,8.6032e-01,9.0229e-01,2.1433e-01,1.1538e-01,9.4835e-01,6.7871e-01,6.3058e-01,1.7016e-01,5.5583e-01,5.5659e-01,8.1845e-01,6.2884e-01,8.7129e-01]",39000.0
"[4.4436e-01,3.2836e-01,8.6309e-01,3.7393e-01,1.8313e-01,1.6455e-01,9.6427e-01,1.3709e-01,4.2679e-01,4.6512e-01,9.8882e-01,2.5460e-01,9.9350e-01,4.3099e-02,2.2665e-01,7.3726e-01,1.9487e-01,6.3654e-01,3.1264e-01,9.8690e-01,5.5608e-01,1.6729e-01,4.6258e-02,4.2053e-01,6.7004e-02,8.1392e-01,1.2145e-01,6.7302e-02,8.5741e-01,8.1845e-01,1.5130e-01,8.7129e-01]",39000.0
"[9.6689e-01,4.4146e-01,8.6309e-01,8.1156e-01,2.4300e-01,3.7732e-01,2.6085e-01,3.9889e-02,4.2679e-01,6.2284e-01,5.0860e-01,2.5460e-01,9.2529e-01,7.9469e-02,8.4417e-01,7.8452e-01,4.4212e-01,6.6022e-01,5.4803e-01,9.8690e-01,1.3388e-01,7.3325e-01,4.6258e-02,3.4529e-01,8.8378e-01,4.1049e-01,1.7016e-01,1.7070e-01,4.5826e-01,9.9125e-01,3.6509e-01,9.8616e-01]",39000.0
